Data;Hora;
12/04/2018;10:35:39;
12/04/2018;10:36:14;
12/04/2018;10:36:22;
12/04/2018;10:36:28;
12/04/2018;10:36:37;
12/04/2018;10:36:41;
12/04/2018;10:36:48;
12/04/2018;10:36:50;
12/04/2018;10:36:56;
12/04/2018;10:36:59;
12/04/2018;10:37:01;
12/04/2018;10:37:08;
12/04/2018;10:37:22;
12/04/2018;10:37:24;
12/04/2018;10:37:33;
12/04/2018;10:37:37;
12/04/2018;10:37:42;
12/04/2018;10:37:44;
12/04/2018;10:37:50;
12/04/2018;10:38:01;
12/04/2018;10:38:07;
12/04/2018;10:38:14;
12/04/2018;10:38:16;
12/04/2018;10:38:20;
12/04/2018;10:38:27;
12/04/2018;10:38:29;
12/04/2018;10:38:35;
12/04/2018;10:38:40;
12/04/2018;10:38:44;
12/04/2018;10:38:48;
12/04/2018;10:38:53;
12/04/2018;10:38:56;
12/04/2018;10:38:59;
12/04/2018;10:39:04;
12/04/2018;10:39:09;
12/04/2018;10:39:14;
12/04/2018;10:39:20;
12/04/2018;10:39:22;
12/04/2018;10:39:24;
12/04/2018;10:39:29;
12/04/2018;10:39:31;
12/04/2018;10:39:46;
12/04/2018;10:39:49;
12/04/2018;10:40:08;
12/04/2018;10:40:13;
12/04/2018;10:40:17;
12/04/2018;10:40:23;
12/04/2018;10:40:25;
12/04/2018;10:40:31;
12/04/2018;10:40:35;
12/04/2018;10:40:46;
12/04/2018;10:40:49;
12/04/2018;10:40:54;
12/04/2018;10:40:58;
12/04/2018;10:41:02;
12/04/2018;10:41:05;
12/04/2018;10:41:08;
12/04/2018;10:41:12;
12/04/2018;10:41:14;
12/04/2018;10:41:18;
12/04/2018;10:41:22;
12/04/2018;10:41:28;
12/04/2018;10:41:32;
12/04/2018;10:41:36;
12/04/2018;10:41:40;
12/04/2018;10:41:43;
12/04/2018;10:41:48;
12/04/2018;10:41:52;
12/04/2018;10:41:55;
12/04/2018;10:41:58;
12/04/2018;10:42:07;
12/04/2018;10:42:14;
12/04/2018;10:42:17;
12/04/2018;10:42:30;
12/04/2018;10:42:32;
12/04/2018;10:42:35;
12/04/2018;10:42:39;
12/04/2018;10:42:42;
12/04/2018;10:42:47;
12/04/2018;10:42:50;
12/04/2018;10:42:53;
12/04/2018;10:42:55;
12/04/2018;10:42:57;
12/04/2018;10:43:04;
12/04/2018;10:43:07;
12/04/2018;10:43:11;
12/04/2018;10:43:14;
12/04/2018;10:43:19;
12/04/2018;10:43:24;
12/04/2018;10:43:31;
12/04/2018;10:43:39;
12/04/2018;10:43:47;
12/04/2018;10:43:49;
12/04/2018;10:44:06;
12/04/2018;10:44:09;
12/04/2018;10:44:15;
12/04/2018;10:44:17;
12/04/2018;10:44:20;
12/04/2018;10:44:24;
12/04/2018;10:44:29;
12/04/2018;10:44:32;
12/04/2018;10:44:42;
12/04/2018;10:44:50;
12/04/2018;10:44:54;
12/04/2018;10:44:57;
12/04/2018;10:45:03;
12/04/2018;10:45:06;
12/04/2018;10:45:09;
12/04/2018;10:45:14;
12/04/2018;10:45:16;
12/04/2018;10:45:24;
12/04/2018;10:45:37;
12/04/2018;10:45:47;
12/04/2018;10:45:53;
12/04/2018;10:46:04;
12/04/2018;10:46:12;
12/04/2018;10:46:15;
12/04/2018;10:46:18;
12/04/2018;10:46:21;
12/04/2018;10:46:25;
12/04/2018;10:46:30;
12/04/2018;10:46:39;
12/04/2018;10:46:44;
12/04/2018;10:46:47;
12/04/2018;10:46:50;
12/04/2018;10:46:54;
12/04/2018;10:47:01;
12/04/2018;10:47:06;
12/04/2018;10:47:08;
12/04/2018;10:47:16;
12/04/2018;10:47:40;
12/04/2018;10:47:46;
12/04/2018;10:47:48;
12/04/2018;10:47:55;
12/04/2018;10:48:02;
12/04/2018;10:48:05;
12/04/2018;10:48:10;
12/04/2018;10:48:18;
12/04/2018;10:48:21;
12/04/2018;10:48:26;
12/04/2018;10:48:33;
12/04/2018;10:48:37;
12/04/2018;10:48:47;
12/04/2018;10:48:54;
12/04/2018;10:49:01;
12/04/2018;10:49:07;
12/04/2018;10:49:10;
12/04/2018;10:49:16;
12/04/2018;10:49:20;
12/04/2018;10:49:23;
12/04/2018;10:49:26;
12/04/2018;10:49:29;
12/04/2018;10:49:32;
12/04/2018;10:49:38;
12/04/2018;10:49:40;
12/04/2018;10:49:48;
12/04/2018;10:49:55;
12/04/2018;10:49:57;
12/04/2018;10:50:05;
12/04/2018;10:50:07;
12/04/2018;10:50:16;
12/04/2018;10:50:20;
12/04/2018;10:50:24;
12/04/2018;10:50:26;
12/04/2018;10:50:38;
12/04/2018;10:50:44;
12/04/2018;10:50:46;
12/04/2018;10:51:00;
12/04/2018;10:51:03;
12/04/2018;10:51:06;
12/04/2018;10:51:14;
12/04/2018;10:51:16;
12/04/2018;10:51:18;
12/04/2018;10:51:32;
12/04/2018;10:51:36;
12/04/2018;10:51:38;
12/04/2018;10:51:41;
12/04/2018;10:51:42;
12/04/2018;10:51:45;
12/04/2018;10:51:52;
12/04/2018;10:51:56;
12/04/2018;10:52:00;
12/04/2018;10:52:02;
12/04/2018;10:52:10;
12/04/2018;10:52:25;
12/04/2018;10:52:28;
12/04/2018;10:52:38;
12/04/2018;10:52:42;
12/04/2018;10:52:44;
12/04/2018;10:52:48;
12/04/2018;10:53:05;
12/04/2018;10:53:12;
12/04/2018;10:53:14;
12/04/2018;10:53:17;
12/04/2018;10:53:20;
12/04/2018;10:53:23;
12/04/2018;10:53:26;
12/04/2018;10:53:41;
12/04/2018;10:53:43;
12/04/2018;10:53:47;
12/04/2018;10:53:49;
12/04/2018;10:53:53;
12/04/2018;10:53:58;
12/04/2018;10:54:08;
12/04/2018;10:54:12;
12/04/2018;10:54:14;
12/04/2018;10:54:25;
12/04/2018;10:54:26;
12/04/2018;10:54:31;
12/04/2018;10:54:34;
12/04/2018;10:54:39;
12/04/2018;10:54:42;
12/04/2018;10:54:45;
12/04/2018;10:54:48;
12/04/2018;10:54:50;
12/04/2018;10:54:58;
12/04/2018;10:55:02;
12/04/2018;10:55:07;
12/04/2018;10:55:10;
12/04/2018;10:55:15;
12/04/2018;10:55:17;
12/04/2018;10:55:21;
12/04/2018;10:55:26;
12/04/2018;10:55:29;
12/04/2018;10:55:39;
12/04/2018;10:55:41;
12/04/2018;10:55:46;
12/04/2018;10:55:48;
12/04/2018;10:55:57;
12/04/2018;10:56:04;
12/04/2018;10:56:06;
12/04/2018;10:56:11;
12/04/2018;10:56:27;
12/04/2018;10:56:32;
12/04/2018;10:56:36;
12/04/2018;10:56:39;
12/04/2018;10:56:43;
12/04/2018;10:56:48;
12/04/2018;10:56:51;
12/04/2018;10:56:57;
12/04/2018;10:57:03;
12/04/2018;10:57:07;
12/04/2018;10:57:12;
12/04/2018;10:57:14;
12/04/2018;10:57:19;
12/04/2018;10:57:22;
12/04/2018;10:57:25;
12/04/2018;10:57:31;
12/04/2018;10:57:34;
12/04/2018;10:57:40;
12/04/2018;10:57:43;
12/04/2018;10:57:50;
12/04/2018;10:58:03;
12/04/2018;10:58:06;
12/04/2018;10:58:10;
12/04/2018;10:58:12;
12/04/2018;10:58:22;
12/04/2018;10:58:27;
12/04/2018;10:58:29;
12/04/2018;10:58:31;
12/04/2018;10:58:36;
12/04/2018;10:58:38;
12/04/2018;10:58:44;
12/04/2018;10:58:51;
12/04/2018;10:58:57;
12/04/2018;10:58:59;
12/04/2018;10:59:08;
12/04/2018;10:59:11;
12/04/2018;10:59:14;
12/04/2018;10:59:25;
12/04/2018;10:59:30;
12/04/2018;10:59:37;
12/04/2018;10:59:41;
12/04/2018;10:59:46;
12/04/2018;10:59:48;
12/04/2018;10:59:51;
12/04/2018;10:59:55;
12/04/2018;10:59:59;
12/04/2018;11:00:05;
12/04/2018;11:00:12;
12/04/2018;11:00:14;
12/04/2018;11:00:20;
12/04/2018;11:00:24;
12/04/2018;11:00:35;
12/04/2018;11:00:39;
12/04/2018;11:00:55;
12/04/2018;11:01:07;
12/04/2018;11:01:13;
12/04/2018;11:01:17;
12/04/2018;11:01:31;
12/04/2018;11:01:59;
12/04/2018;11:02:05;
12/04/2018;11:02:09;
12/04/2018;11:02:11;
12/04/2018;11:02:32;
12/04/2018;11:02:36;
12/04/2018;11:02:40;
12/04/2018;11:02:43;
12/04/2018;11:02:50;
12/04/2018;11:02:58;
12/04/2018;11:03:04;
12/04/2018;11:03:08;
12/04/2018;11:03:13;
12/04/2018;11:03:17;
12/04/2018;11:03:25;
12/04/2018;11:03:30;
12/04/2018;11:03:35;
12/04/2018;11:03:38;
12/04/2018;11:03:44;
12/04/2018;11:03:46;
12/04/2018;11:03:52;
12/04/2018;11:03:56;
12/04/2018;11:04:01;
12/04/2018;11:04:06;
12/04/2018;11:04:10;
12/04/2018;11:04:13;
12/04/2018;11:04:15;
12/04/2018;11:04:23;
12/04/2018;11:04:25;
12/04/2018;11:04:33;
12/04/2018;11:04:38;
12/04/2018;11:04:41;
12/04/2018;11:04:44;
12/04/2018;11:04:48;
12/04/2018;11:04:51;
12/04/2018;11:04:54;
12/04/2018;11:05:05;
12/04/2018;11:05:07;
12/04/2018;11:05:09;
12/04/2018;11:05:12;
12/04/2018;11:05:19;
12/04/2018;11:05:21;
12/04/2018;11:05:27;
12/04/2018;11:05:37;
12/04/2018;11:05:40;
12/04/2018;11:05:42;
12/04/2018;11:05:56;
12/04/2018;11:06:01;
12/04/2018;11:06:05;
12/04/2018;11:06:08;
12/04/2018;11:06:17;
12/04/2018;11:06:23;
12/04/2018;11:06:29;
12/04/2018;11:06:31;
12/04/2018;11:06:41;
12/04/2018;11:06:43;
12/04/2018;11:06:46;
12/04/2018;11:06:51;
12/04/2018;11:06:56;
12/04/2018;11:07:00;
12/04/2018;11:07:04;
12/04/2018;11:07:07;
12/04/2018;11:07:11;
12/04/2018;11:07:13;
12/04/2018;11:07:25;
12/04/2018;11:07:30;
12/04/2018;11:07:39;
12/04/2018;11:07:42;
12/04/2018;11:07:54;
12/04/2018;11:07:56;
12/04/2018;11:07:59;
12/04/2018;11:08:02;
12/04/2018;11:08:07;
12/04/2018;11:08:11;
12/04/2018;11:08:20;
12/04/2018;11:08:24;
12/04/2018;11:08:29;
12/04/2018;11:08:33;
12/04/2018;11:08:50;
12/04/2018;11:09:00;
12/04/2018;11:09:09;
12/04/2018;11:09:14;
12/04/2018;11:09:17;
12/04/2018;11:09:21;
12/04/2018;11:09:33;
12/04/2018;11:09:35;
12/04/2018;11:09:38;
12/04/2018;11:09:41;
12/04/2018;11:09:47;
12/04/2018;11:09:59;
12/04/2018;11:10:01;
12/04/2018;11:10:05;
12/04/2018;11:10:08;
12/04/2018;11:10:17;
12/04/2018;11:10:30;
12/04/2018;11:10:34;
12/04/2018;11:10:48;
12/04/2018;11:11:03;
12/04/2018;11:11:06;
12/04/2018;11:11:10;
12/04/2018;11:11:13;
12/04/2018;11:11:16;
12/04/2018;11:11:18;
12/04/2018;11:11:31;
12/04/2018;11:11:35;
12/04/2018;11:11:40;
12/04/2018;11:11:46;
12/04/2018;11:11:52;
12/04/2018;11:11:54;
12/04/2018;11:11:57;
12/04/2018;11:12:03;
12/04/2018;11:12:06;
12/04/2018;11:12:14;
12/04/2018;11:12:22;
12/04/2018;11:12:30;
12/04/2018;11:12:35;
12/04/2018;11:12:40;
12/04/2018;11:12:48;
12/04/2018;11:12:50;
12/04/2018;11:12:53;
12/04/2018;11:12:56;
12/04/2018;11:12:58;
12/04/2018;11:13:18;
12/04/2018;11:13:23;
12/04/2018;11:13:26;
12/04/2018;11:13:32;
12/04/2018;11:13:40;
12/04/2018;11:13:44;
12/04/2018;11:13:48;
12/04/2018;11:13:51;
12/04/2018;11:13:55;
12/04/2018;11:13:58;
12/04/2018;11:14:07;
12/04/2018;11:14:11;
12/04/2018;11:14:22;
12/04/2018;11:14:26;
12/04/2018;11:14:29;
12/04/2018;11:14:32;
12/04/2018;11:14:34;
12/04/2018;11:14:44;
12/04/2018;11:14:46;
12/04/2018;11:14:52;
12/04/2018;11:14:57;
12/04/2018;11:15:46;
12/04/2018;11:15:48;
12/04/2018;11:15:52;
12/04/2018;11:15:56;
12/04/2018;11:15:57;
12/04/2018;11:16:01;
12/04/2018;11:16:03;
12/04/2018;11:16:05;
12/04/2018;11:16:08;
12/04/2018;11:16:11;
12/04/2018;11:16:12;
12/04/2018;11:16:14;
12/04/2018;11:16:18;
12/04/2018;11:16:21;
12/04/2018;11:16:23;
12/04/2018;11:16:29;
12/04/2018;11:16:38;
12/04/2018;11:16:41;
12/04/2018;11:16:44;
12/04/2018;11:16:46;
12/04/2018;11:16:48;
12/04/2018;11:16:50;
12/04/2018;11:16:52;
12/04/2018;11:16:55;
12/04/2018;11:16:58;
12/04/2018;11:17:05;
12/04/2018;11:17:09;
12/04/2018;11:17:13;
12/04/2018;11:17:15;
12/04/2018;11:17:18;
12/04/2018;11:17:22;
12/04/2018;11:17:28;
12/04/2018;11:17:37;
12/04/2018;11:17:43;
12/04/2018;11:17:48;
12/04/2018;11:17:54;
12/04/2018;11:18:00;
12/04/2018;11:18:10;
12/04/2018;11:18:17;
12/04/2018;11:18:22;
12/04/2018;11:18:27;
12/04/2018;11:18:33;
12/04/2018;11:18:39;
12/04/2018;11:18:48;
12/04/2018;11:18:52;
12/04/2018;11:18:58;
12/04/2018;11:19:01;
12/04/2018;11:19:05;
12/04/2018;11:19:10;
12/04/2018;11:19:13;
12/04/2018;11:19:16;
12/04/2018;11:19:18;
12/04/2018;11:19:27;
12/04/2018;11:19:30;
12/04/2018;11:20:04;
12/04/2018;11:20:07;
12/04/2018;11:20:11;
12/04/2018;11:20:15;
12/04/2018;11:20:18;
12/04/2018;11:20:20;
12/04/2018;11:20:24;
12/04/2018;11:20:28;
12/04/2018;11:20:29;
12/04/2018;11:20:33;
12/04/2018;11:20:34;
12/04/2018;11:20:39;
12/04/2018;11:20:45;
12/04/2018;11:20:49;
12/04/2018;11:20:51;
12/04/2018;11:20:53;
12/04/2018;11:21:05;
12/04/2018;11:21:06;
12/04/2018;11:21:13;
12/04/2018;11:21:17;
12/04/2018;11:21:19;
12/04/2018;11:21:24;
12/04/2018;11:21:30;
12/04/2018;11:21:38;
12/04/2018;11:21:39;
12/04/2018;11:21:44;
12/04/2018;11:21:47;
12/04/2018;11:21:52;
12/04/2018;11:21:55;
12/04/2018;11:22:06;
12/04/2018;11:22:12;
12/04/2018;11:22:15;
12/04/2018;11:22:20;
12/04/2018;11:22:35;
12/04/2018;11:22:39;
12/04/2018;11:22:42;
12/04/2018;11:22:48;
12/04/2018;11:22:51;
12/04/2018;11:22:55;
12/04/2018;11:23:02;
12/04/2018;11:23:05;
12/04/2018;11:23:11;
12/04/2018;11:23:16;
12/04/2018;11:23:19;
12/04/2018;11:23:28;
12/04/2018;11:23:32;
12/04/2018;11:23:34;
12/04/2018;11:23:38;
12/04/2018;11:23:44;
12/04/2018;11:23:53;
12/04/2018;11:23:57;
12/04/2018;11:24:00;
12/04/2018;11:24:04;
12/04/2018;11:24:12;
12/04/2018;11:24:16;
12/04/2018;11:24:21;
12/04/2018;11:24:26;
12/04/2018;11:24:29;
12/04/2018;11:24:40;
12/04/2018;11:24:44;
12/04/2018;11:24:47;
12/04/2018;11:24:51;
12/04/2018;11:24:55;
12/04/2018;11:24:58;
12/04/2018;11:25:03;
12/04/2018;11:25:05;
12/04/2018;11:25:10;
12/04/2018;11:25:32;
12/04/2018;11:25:36;
12/04/2018;11:25:40;
12/04/2018;11:25:43;
12/04/2018;11:25:53;
12/04/2018;11:25:57;
12/04/2018;11:26:02;
12/04/2018;11:26:04;
12/04/2018;11:26:11;
12/04/2018;11:26:13;
12/04/2018;11:26:17;
12/04/2018;11:26:24;
12/04/2018;11:26:27;
12/04/2018;11:26:35;
12/04/2018;11:26:39;
12/04/2018;11:26:44;
12/04/2018;11:26:51;
12/04/2018;11:26:53;
12/04/2018;11:26:57;
12/04/2018;11:27:10;
12/04/2018;11:27:12;
12/04/2018;11:27:17;
12/04/2018;11:27:22;
12/04/2018;11:27:25;
12/04/2018;11:27:30;
12/04/2018;11:27:34;
12/04/2018;11:27:39;
12/04/2018;11:27:42;
12/04/2018;11:27:51;
12/04/2018;11:27:55;
12/04/2018;11:28:10;
12/04/2018;11:28:29;
12/04/2018;11:28:38;
12/04/2018;11:28:42;
12/04/2018;11:28:46;
12/04/2018;11:28:48;
12/04/2018;11:28:50;
12/04/2018;11:28:53;
12/04/2018;11:29:02;
12/04/2018;11:29:17;
12/04/2018;11:29:20;
12/04/2018;11:29:22;
12/04/2018;11:29:25;
12/04/2018;11:29:28;
12/04/2018;11:29:35;
12/04/2018;11:29:39;
12/04/2018;11:29:44;
12/04/2018;11:29:47;
12/04/2018;11:29:53;
12/04/2018;11:30:01;
12/04/2018;11:30:18;
12/04/2018;11:30:23;
12/04/2018;11:30:27;
12/04/2018;11:30:33;
12/04/2018;11:30:41;
12/04/2018;11:30:45;
12/04/2018;11:30:52;
12/04/2018;11:30:54;
12/04/2018;11:30:58;
12/04/2018;11:31:04;
12/04/2018;11:31:11;
12/04/2018;11:31:15;
12/04/2018;11:31:28;
12/04/2018;11:31:33;
12/04/2018;11:31:37;
12/04/2018;11:31:49;
12/04/2018;11:31:56;
12/04/2018;11:32:02;
12/04/2018;11:32:07;
12/04/2018;11:32:13;
12/04/2018;11:32:19;
12/04/2018;11:32:24;
12/04/2018;11:32:27;
12/04/2018;11:32:35;
12/04/2018;11:32:38;
12/04/2018;11:32:43;
12/04/2018;11:32:45;
12/04/2018;11:32:52;
12/04/2018;11:32:53;
12/04/2018;11:32:59;
12/04/2018;11:33:02;
12/04/2018;11:33:07;
12/04/2018;11:33:11;
12/04/2018;11:33:18;
12/04/2018;11:33:27;
12/04/2018;11:33:34;
12/04/2018;11:33:37;
12/04/2018;11:33:44;
12/04/2018;11:33:46;
12/04/2018;11:33:56;
12/04/2018;11:34:01;
12/04/2018;11:34:05;
12/04/2018;11:34:11;
12/04/2018;11:34:14;
12/04/2018;11:34:20;
12/04/2018;11:34:27;
12/04/2018;11:34:40;
12/04/2018;11:34:44;
12/04/2018;11:34:47;
12/04/2018;11:34:50;
12/04/2018;11:34:52;
12/04/2018;11:34:56;
12/04/2018;11:35:02;
12/04/2018;11:35:07;
12/04/2018;11:35:12;
12/04/2018;11:35:15;
12/04/2018;11:35:21;
12/04/2018;11:35:39;
12/04/2018;11:35:44;
12/04/2018;11:35:52;
12/04/2018;11:35:56;
12/04/2018;11:36:01;
12/04/2018;11:36:24;
12/04/2018;11:37:54;
12/04/2018;11:38:13;
12/04/2018;11:38:23;
12/04/2018;11:38:27;
12/04/2018;11:38:30;
12/04/2018;11:38:33;
12/04/2018;11:38:35;
12/04/2018;11:38:40;
12/04/2018;11:38:44;
12/04/2018;11:38:47;
12/04/2018;11:39:10;
12/04/2018;11:39:17;
12/04/2018;11:40:19;
12/04/2018;11:40:27;
12/04/2018;11:40:36;
12/04/2018;11:40:48;
12/04/2018;11:40:56;
12/04/2018;11:41:03;
12/04/2018;11:41:05;
12/04/2018;11:43:25;
12/04/2018;11:43:36;
12/04/2018;11:43:41;
12/04/2018;11:43:46;
12/04/2018;11:43:53;
12/04/2018;11:43:55;
12/04/2018;11:44:00;
12/04/2018;11:44:12;
12/04/2018;11:44:15;
12/04/2018;11:44:19;
12/04/2018;11:44:49;
12/04/2018;11:47:11;
12/04/2018;11:47:24;
12/04/2018;11:48:58;
12/04/2018;11:49:24;
12/04/2018;11:49:31;
12/04/2018;11:49:35;
12/04/2018;11:49:50;
12/04/2018;11:50:38;
12/04/2018;11:52:12;
12/04/2018;11:52:23;
12/04/2018;11:52:27;
12/04/2018;11:54:42;
12/04/2018;11:55:28;
12/04/2018;11:56:17;
12/04/2018;12:01:47;